数据来源,标题,内容,帖子主题,是否活动贴,回复数,点赞数,浏览数,分享数,互动率,综合互动得分,情绪标签,提及产品,产品属性标签,创建时间,发布日期,发布小时
C酱2区,这个也算家电？,"这个也算家电？
",其他,否,1.0,2.0,245.0,2.0,0.0040816326530612,1.6,中性,,,2025-10-28 11:10:51,2025/10/28,11
C酱2区,给女朋友买了个这玩意儿！,"给女朋友买了个这玩意儿！
猜猜是戴在哪里的？",其他,否,1.0,0.0,315.0,2.0,0.0031746031746031,1.0,中性,,,2025-10-28 11:22:51,2025/10/28,11
C酱2区,开箱COC黄油小姐二代,"开箱COC黄油小姐二代
这次入手的是COC家的倒模:黄油小姐二代，到手异味基本没有送的香片也非常好闻。也赠送了小裙子之类的配件。
手感摸上去非常柔软，3.4kg的重量也非常充足，还具有双通道的设计，使用的tpe材质也非常让人放心。
个人体验下来感觉很不错，非常推荐。",产品评测/开箱,否,2.0,10.0,1780.0,3.0,0.0011235955056179,4.699999999999999,正面,黄油小姐,通道、气味、材质、外观、收纳,2025-10-28 11:59:28,2025/10/28,11
C酱2区,coc 海梨纱,"coc 海梨纱
①包装简洁实用，严密封闭，保障商品完好无损
②臀模外形饱满挺翘，柔软
③倒膜通道层次分明，刺激感适度，使用时的舒适感和愉悦感相得益彰。
④臀模手感握持感舒适，质地柔软，仿真度高
⑤新手首选，性价比极不错。【图片】",其他,否,0.0,5.0,208.0,2.0,0.0,2.1,正面,,外观、通道、材质、通道刺激度,2025-10-28 12:18:20,2025/10/28,12
C酱2区,新人浅尝黄油小姐,"新人浅尝黄油小姐
COC的TPE臀模，以前都是圣杯斗士来着，最近价格不错（200出头），就买过来试了试感觉。整体重7，8斤，然后非常软，所以站姿和躺姿使用较多。",其他,否,6.0,1.0,731.0,1.0,0.0082079343365253,3.0,正面,黄油小姐,材质,2025-10-28 14:14:27,2025/10/28,14
C酱2区,打听一下，真的有人爱用这种半身娃娃吗？,"打听一下，真的有人爱用这种半身娃娃吗？
之前好奇入手了一个，就玩过1次就放在沙发上放着落灰了……
是的，很逼真，用起来也不错。
但……不是我不想用啊，是真的太重了啊！商家吹得是很好，骨架可以动，各种姿势都可以尝试
但你能想象，首先姿势想调整到一个非常舒适的角度其实也是一件不容易的事儿吗，好不容易调整好角度，清洗也是一件痛苦的事儿。
实在是太重了！！用一次，我感觉半条命都快没了，谁能懂！！",产品评测/开箱,否,1.0,1.0,194.0,2.0,0.0051546391752577,1.2999999999999998,正面,,收纳、清洗、材质、通道刺激度,2025-10-28 15:48:14,2025/10/28,15
C酱2区,COC黄油小姐，测评启动,"COC黄油小姐，测评启动
",产品评测/开箱,否,6.0,0.0,857.0,2.0,0.0070011668611435,3.0000000000000004,中性,黄油小姐,,2025-10-28 16:20:16,2025/10/28,16
C酱2区,COC莓莓兔测评,"COC莓莓兔测评
最近入手了这款莓莓兔，今天刚收到快递就迫不及待来分享了，首图先上外包装。盒子比较大，包装很严密，隐私有保障。",产品评测/开箱,否,13.0,9.0,836.0,4.0,0.0155502392344497,9.1,中性,莓莓兔,收纳,2025-10-28 16:53:28,2025/10/28,16
C酱2区,coc星梨奈开箱✌︎˶╹ꇴ╹˶✌︎,"coc星梨奈开箱✌︎˶╹ꇴ╹˶✌︎
🎁 包装与外观
① 包装采用简洁实用的设计，严密的封闭结构确保商品在运输过程中完好无损，私密性良好。
② 产品外形饱满挺翘，线条流畅，触感柔软且富有弹性，整体造型仿真度高，视觉与触觉体验俱佳。
---
✨ 使用体验
③ 内部通道结构层次分明，刺激感循序渐进，既不会过于强烈，也不显单调，舒适感与愉悦感调配得恰到好处。
④ 手握处材质柔软，握持感舒适稳固，不易滑脱；表面肌肤质感仿真，使用过程中更添沉浸体验。
---
💎 性价比与特色
⑤ 作为入门款式，这款斐济杯在同等价位中表现突出，无论是材质还是结构设计都堪称“新手首选”，性价比极高。
⑥ 独特双通道设计，提供两种不同的内部纹理与体验感受，一次满足多样需求，每次使用都能拥有新鲜选择。
综上所述，coc星梨奈作为新手的第一个圣杯还是不错的✌︎' ֊'",产品评测/开箱,否,3.0,4.0,544.0,3.0,0.0055147058823529,3.3000000000000003,正面,星梨奈,外观、通道、材质、通道刺激度,2025-10-28 17:41:43,2025/10/28,17
C酱2区,到底是早上冲好还是晚上冲好？,"到底是早上冲好还是晚上冲好？
前几天有兄弟问我，冲一天真的会很累吗？早上冲好一点还是晚上冲好一点？今天我来告诉大家",其他,否,4.0,2.0,2071.0,5.0,0.0019314340898116,3.7,正面,,,2025-10-28 21:06:57,2025/10/28,21
C酱2区,求壁纸谢谢,"求壁纸谢谢
哪位杯友买了黄油小姐，他送的壁纸求发一下，我在京东上买的京东客服说没有",其他,否,0.0,0.0,213.0,0.0,0.0,0.0,中性,黄油小姐,,2025-10-29 00:00:40,2025/10/29,0
C酱2区,求黄油小姐可爱图,"求黄油小姐可爱图
有没有黄油小姐的美图家人们
想去拼豆",其他,否,1.0,0.0,354.0,0.0,0.0028248587570621,0.4,正面,黄油小姐,外观,2025-10-29 10:33:37,2025/10/29,10
C酱2区,这是真闺蜜！！！,"这是真闺蜜！！！
",其他,否,1.0,0.0,340.0,3.0,0.0029411764705882,1.2999999999999998,中性,,,2025-10-29 15:00:17,2025/10/29,15
C酱2区,黄油小姐の玩法指南,"黄油小姐の玩法指南
xdm，心心念念的黄油小姐到手了，那你知道怎么开始吗？
让俺来手把手教你开启第一局！",使用经验分享,否,6.0,4.0,812.0,2.0,0.0073891625615763,4.2,中性,黄油小姐,,2025-10-29 15:27:06,2025/10/29,15
C酱2区,从3分钟到30分钟，科学锻炼少不了,"从3分钟到30分钟，科学锻炼少不了
前几天有兄弟私信问我有没有不用吃💊不麻醉的科学延时方法，我只能说有的兄弟，有的。
今天我就把压箱底的训练体系拆解给你们，告诉兄弟们一句话，想要成功，耐心和决心缺一不可。",其他,否,19.0,5.0,898.0,7.0,0.0211581291759465,11.2,中性,,通道刺激度,2025-10-29 16:26:46,2025/10/29,16
C酱2区,安全套の奇妙进化史：从动物肠子到未来黑科技，一次看个够！,"安全套の奇妙进化史：从动物肠子到未来黑科技，一次看个够！
老司机们，开车不仅要技术好，装备也得跟得上！今天咱不聊虚的，深度八一八你身边最熟悉又最陌生的“护身符”——安全套の奇妙进化史！这可不是一篇无聊的教科书，保证让你看完直呼“卧槽”！🌗 第一章：远古时代——脑洞大开的“原生态”套套你以为安全套是近代产物？太天真了！古人的智慧（或者说 desperation）超乎你想象。· 古埃及领主：用上了亚麻布套套，主要功能是……防病？对，舒适度基本为零，纯属物理隔离。· 罗马帝国勇士：用的是山羊、猪等动物的膀胱或盲肠！处理工艺嘛，嗯……难以细说。这算是“真皮定制”款了。· 中国古代：有记载使用油丝纸、羊肠，甚至用象牙环套上鱼鳔来充当“避孕神器”的。不得不说，为了开车，老祖宗们真是拼了！特点：纯天然，无添加，但防护效果差、体验感糟糕，而且清洗后重复使用是常态（想想就酸爽）。🔄 第二章：革命时代——橡胶带来的“工业革命”19世纪，科技的曙光终于照进了这个羞羞的领域！· 查尔斯·古德伊尔（对，就是那个轮胎公司的古德伊尔）发明了硫化橡胶技术。于是，可重复使用的橡胶安全套诞生了！· 关键进化点：从天然材料到工业化生产，成本大降，安全性提升。但这时的套套厚得像轮胎，体验感嘛……大概就是穿着雨鞋洗脚的感觉。💡 第三章：现代纪元——薄如蝉翼的“体验之战”20世纪，随着乳胶工艺的成熟，一次性乳胶安全套成为了绝对主流，真正走进了千家万户。战争与和平都推动了它的普及（你懂的）。而近几十年的竞争，核心只有一个字：薄！· 乳胶套：性价比之王，弹性好，但通常有淡淡的橡胶味，而且最薄大概在0.03-0.05mm。· 聚氨酯套：更薄（可达0.01-0.02mm），导热更快（感觉更真实），无乳胶过敏问题。缺点是弹性稍差，价格更贵。小日子的品牌在这块是高手。· 聚异戊二烯套：可以理解为“合成乳胶”，它继承了乳胶的良好弹性，又去除了蛋白质，解决了过敏和异味问题，是目前的高端主流材质。🔮 终章：未来幻想——实验室里的“黑科技”现在的“001”已经到顶了吗？科学家的脑洞才刚刚打开！1. 石墨烯套套：还在实验室阶段。理论上能实现超薄、超强韧、导热逆天，号称“隐形战神”。但成本嘛，可能一个套够吃一顿大餐了。2. 功能性智能套套：比如内置传感器，能实时监测心率、卡路里消耗等生理数据，并通过APP给你生成一份“开车报告”。（社恐勿扰！）3. 生物降解套套：为了环保，用新型可降解材料制作，用完扔土里就能分解，真正实现“尘归尘，土归土”。🎤 互动时间到！· 技术讨论：你用过的“史上最强”或“史上最坑”套套是哪款？来分享一下血泪史或惊艳体验！· 脑洞大开：如果让你来设计一款未来的套套，你会加入什么匪夷所思的功能？#BLG商K搞团建,16强玩得花##24分钟速通人机局,KT拿到赛点##官媒密集提台湾,时间差不多啰!##美帝废拉不堪,电磁弹射都玩不转#",闲聊/水贴,否,1.0,0.0,245.0,3.0,0.0040816326530612,1.2999999999999998,正面,,清洗、气味、材质、通道刺激度、外观、电动功能,2025-10-29 16:39:55,2025/10/29,16
C酱2区,莓莓兔的卷在哪里啊，半天没找到？,"莓莓兔的卷在哪里啊，半天没找到？
求老哥指条明路",其他,否,3.0,0.0,238.0,5.0,0.0126050420168067,2.7,中性,莓莓兔,,2025-10-29 17:56:01,2025/10/29,17
C酱2区,黄油小姐2.0，大家都多少入的？,"黄油小姐2.0，大家都多少入的？
rt，多少适合入啊？想要蹲个最低价",其他,否,1.0,0.0,344.0,4.0,0.002906976744186,1.6,中性,黄油小姐,,2025-10-29 17:57:40,2025/10/29,17
C酱2区,星梨奈和莓莓兔，更建议哪个？,"星梨奈和莓莓兔，更建议哪个？
xdm，就是喜欢半身，这种大小刚好啊，这两个兄弟们更推荐哪个",其他,否,2.0,0.0,243.0,3.0,0.0082304526748971,1.7,正面,莓莓兔、星梨奈,,2025-10-29 17:58:02,2025/10/29,17
C酱2区,星梨奈短评,"星梨奈短评
最近也是入手了COC星梨奈，也算是我入手的第一款电动圣杯。总结：用起来非常不错，推荐入手。",产品评测/开箱,否,8.0,14.0,382.0,6.0,0.0209424083769633,9.2,正面,星梨奈,电动功能,2025-10-30 00:53:05,2025/10/30,0
C酱2区,COC可可狼姬,"COC可可狼姬
coc可可狼姬臀模# 外观是真的逼真，通道很舒服，细节什么的很到位，推荐购买",其他,否,15.0,10.0,2685.0,18.0,0.0055865921787709,14.4,正面,可可狼姬,外观、通道,2025-10-30 01:38:34,2025/10/30,1
C酱2区,今日科普，有些人的小兄弟是弯的，这正常吗,"今日科普，有些人的小兄弟是弯的，这正常吗
男生小兄弟存在轻微弯曲，大多数都是正常的生理现象，不需要过多担心 ，但是如果弯曲程度明显伴随不适或影响功能 ，这就需要关注了  ，下面我来告诉你们一些简单的判断方",使用经验分享,否,5.0,0.0,232.0,2.0,0.021551724137931,2.6,中性,,噪音、通道刺激度,2025-10-30 11:46:53,2025/10/30,11
C酱2区,coc 星梨奈  使用体验,"coc 星梨奈  使用体验
第一次用coc的斐济杯，感觉还是超出预期的，买的慢玩款，刺激恰到好处。
外观也是很好看的，小型半身，很有感觉，用起来很舒服，不会太刺激。
重量刚刚好，拿在水上和放着都很容易掌握，震动效果也很不错，能明显的感觉到震动，不同的频率也是不同的感觉。
发的顺丰，很快了，不必慢等",其他,否,17.0,25.0,1300.0,7.0,0.013076923076923,16.400000000000002,正面,星梨奈,外观、收纳、电动功能、通道刺激度,2025-10-30 13:19:22,2025/10/30,13
C酱2区,家人们谁懂啊！选杯子光看材质、类型还不够，尺寸选错直接毁体验,"家人们谁懂啊！选杯子光看材质、类型还不够，尺寸选错直接毁体验
家人们谁懂啊！选杯子光看材质、类型还不够，尺寸选错直接毁体验——要么松松垮垮没感觉，要么挤得难受用不了！今天纯干货科普，按自身情况选尺寸，适配度拉满👇先明确两个关键维度：内径和长度！内径决定贴合度，长度决定包裹感，别只看商家标的“大/中/小”，得看具体数值～内径方面：新手选3.5-4cm最合适，贴合不紧绷，适配大部分人；如果本身偏细，选3-3.5cm的紧致款，避免空杯；老司机追求包裹感，可冲4-4.5cm的宽体款，容纳度更高。长度方面：常规杯子长度12-15cm，足够覆盖大部分需求，不用盲目追求“超长款”——除非本身长度超15cm，否则多余部分反而影响体验，还更难清洗！避坑提醒：别信“越紧越好”！过紧的杯子不仅不舒服，还可能影响血液循环，选的时候以“贴合无压迫感”为准～有没有兄弟踩过尺寸的坑？评论区说说你的经历，让新手少走弯路！#人机局!GEN抽陀螺暴虐TES#",使用经验分享,否,1.0,0.0,218.0,3.0,0.0045871559633027,1.2999999999999998,中性,,通道、清洗、材质、通道刺激度、噪音,2025-10-30 13:25:10,2025/10/30,13
C酱2区,飞机杯の终极幻想：从手搓到元宇宙，未来驾驶舱会是啥样？,"飞机杯の终极幻想：从手搓到元宇宙，未来驾驶舱会是啥样？
各位机长，欢迎进入未来飞行区！今天不聊基础操作，咱们直接进入战略局，畅想一下飞机杯这个“单人驾驶舱”的科技树还能怎么点！它的进化史，简直就是一部微缩的人类科技发展史啊！
🚀 已解锁的科技等级：
· 1.0 石器时代：手动挤压式 核心科技：你的手。 > 体验评价：纯物理交互，想象力是唯一的显卡。优点是皮实耐造，缺点是容易导致“关键部位”肌肉拉伤。· 2.0 电气时代：电动震动+加热 核心科技：装了电池的小马达 + 发热丝。 > 体验评价：终于实现了“自动化”，告别了麒麟臂。温感体验是革命性的突破，但玩法单一，震感有时堪比“施工队”，酥麻与麻木仅一线之隔。· 3.0 智能时代：APP控制节奏+VR联动 核心科技：蓝牙芯片 + 传感器 + 内容生态。 > 体验评价：次元壁破了！ 你可以用手机APP自定义各种曲线，甚至和VR小电影剧情联动，实现真正的“沉浸式驾驶”。从此，飞机杯不再是玩具，而是通往新世界的接口。
🔮 未来科技预览（正在研发中...）：
如果觉得APP+VR就是终点，那你可太小看理工男的浪漫了！接下来的科技，将直接把你拽进科幻片现场：
1. 生物反馈，自适应调参 这不是梦！通过佩戴式手环或杯体本身的传感器，实时监测你的心率、皮肤电阻等数据。系统AI会判断你的兴奋阈值，自动调整节奏和强度，在你到达极限前温柔放缓，实现“永动机”式的持久快感。真正的“知你莫若杯”。2. 多模态感官同步 未来的驾驶舱，是5D的！杯体本身提供触感，VR眼镜提供视觉，骨传导耳机提供听觉，这还不够。加入温控风感系统：当VR里出现海风，你就能感受到阵阵清凉；甚至配套一个嗅觉模拟器，释放出恰到好处的氛围香氛……这才是完整的虚拟现实！3. AI伴侣与内容自生成 飞机杯不再是一个被动硬件，而是你的数字AI伴侣的实体化身。AI会学习你的偏好，不仅能陪你聊天，还能根据你的喜好，实时生成独一无二的剧情和虚拟形象。每一次飞行，都是定制番外篇。4. 元宇宙与社交互联（？？？） 最大胆的设想：在未来，你的飞机杯设备或许能成为一个社交节点。在虚拟世界里，与伴侣的设备实现远程同步互动，感受彼此的真实触感。或者……参与一场需要“生理信号”验证的虚拟竞赛？（这画面太美我不敢想）
🤖 【脑洞工坊】如果给你无限预算和技术……
来吧，未来的总工程师们，现在轮到你们了！如果由你亲自设计下一代的“梦想机”，你会为它注入什么惊为天人的黑科技？
是内置健康分析仪，每次飞行后给你出具前列腺健康报告？还是搭载自清洁+自维护系统，用完一键还原如新？或者是更离谱的……脑机接口，实现真正的“意念飞行”？
评论区交出你的设计图！让咱们一起，把未来卷出新高度！#369一拖四,TES首局下马威拉满##10年商K吧友现身,细说荤素门道##抗吧神探断案,BLG自证变实锤##哈基美造谣媚男,女教师硬刚维权#",闲聊/水贴,否,2.0,1.0,512.0,2.0,0.00390625,1.7000000000000002,正面,,清洗、气味、材质、通道刺激度、外观、电动功能、收纳,2025-10-30 16:07:49,2025/10/30,16
C酱2区,一个大胆的想法,"一个大胆的想法
用之前找个保鲜膜吧杯子裹紧，我用的可可狼姬，一定要裹紧，别留缝隙。然后放冰箱冷藏5到10分钟。刚开始我建议5分钟左右，后面觉得不够可以再加。选个合适的润滑液，最好是热感的。等杯子表面开始有明显的冷感，拿出来，去掉保鲜膜，然后加热感润滑液。感觉比正常用要放大很多倍。",其他,否,1.0,3.0,2151.0,8.0,0.00046490004649,3.7,正面,可可狼姬,通道、收纳、电动功能,2025-10-30 18:59:53,2025/10/30,18
C酱2区,xdm，怎么才能最低价拿下可可狼姬求方法啊，小弟感激不尽,"xdm，怎么才能最低价拿下可可狼姬求方法啊，小弟感激不尽
求方法啊，小弟感激不尽",其他,否,5.0,0.0,430.0,2.0,0.0116279069767441,2.6,中性,可可狼姬,,2025-10-30 19:08:55,2025/10/30,19
C酱2区,已经有了黄油小姐1.0，还有必要入2.0吗？,"已经有了黄油小姐1.0，还有必要入2.0吗？
rt，很想入，感觉外形，通道，材质都不一样，但是又担心使用下来其实差不多。",其他,否,1.0,0.0,389.0,2.0,0.0025706940874035,1.0,负面,黄油小姐,外观、通道、材质,2025-10-30 19:26:54,2025/10/30,19
C酱2区,震动棒の“静音革命”：从“拖拉机”到“隐形战机”的进化之路！,"震动棒の“静音革命”：从“拖拉机”到“隐形战机”的进化之路！
姐妹们，兄弟萌，聊点实在的！今天咱们不聊那些虚头巴脑的，就来深入探讨一个关乎“生活质量”和“邻里和谐”的核心技术——震动棒的噪音控制！谁能想到，这小小玩意的“嗓门”变化，就是一部生动的工业发展史呢？
💣 1.0 时代：“轰隆派”祖师爷——转子马达
· 核心特征：启动瞬间，声音浑厚有力，宛如一个迷你拖拉机或筋膜枪成精。· 技术原理：采用简单的偏心转子马达，结构粗糙，能量大部分浪费在无效震动和噪音上。· 使用场景：必须在音乐或影视剧背景音的掩护下使用，独居人士的专属，合租房的噩梦。深夜使用？怕是想让整栋楼都知道你在“装修”。
🌀 2.0 时代：“嗡鸣派”革新者——线性马达
· 核心特征：声音从“轰鸣”变为“高频嗡鸣”，像一只愤怒的蜜蜂。· 技术原理：升级为线性马达（类似高端手机震感），震动更直接、传递效率更高。噪音分贝显著下降，但高频声音在寂静的夜里依然穿透力十足。· 使用场景：终于可以在相对安静的环境下使用了，但把产品贴在耳边时，依然能感受到明显的“存在感”。
🔇 3.0 时代：“静音派”黑科技——磁悬浮马达 & 声学优化
· 核心特征：“只觉其动，不闻其声”。在桌面上震动，可能只会让一杯水泛起微微涟漪。· 技术原理： 1. 磁悬浮马达：通过电磁力驱动，避免了物理部件的直接碰撞摩擦，从源头上消灭了核心噪音。 2. 声学包胶：在电机外部包裹多重吸音、隔音材料，如同给马达戴上了“高端降噪耳机”。 3. 结构优化：精密设计内部结构，避免零件在运行时产生共振。· 使用场景：真正的“随时随地，想用就用”。宿舍床帘内、合租房隔间里，只要你绷得住表情，世界就无人知晓。
🔮 未来展望：“感知遁形”与场景自适应
未来的静音技术，将不止于物理降噪：
1. 噪音主动抵消：内置麦克风采集自身噪音，然后发出反向声波进行中和，如同主动降噪耳机的原理，实现真正的“物理隐形”。2. 白噪音掩护：产品本身能发出轻微、令人放松的环境白噪音（如雨声、风声），既能掩盖最后一丝运行声，又能助眠，一举两得。3. 智能场景识别：连接APP后，能自动识别当前环境——是“静谧深夜”还是“派对狂欢”，并自动调整至对应的静音模式或动力全开模式。
💬 互动时间：
是时候分享你的血泪史或真香体验了！
1. 吐槽大会：你用过最“声名远扬”的产品是哪款？它有没有造就过什么“社会性死亡”名场面？2. 安利专区：哪款产品让你真正实现了“静享自由”？来，大声说出它的名字！3. 脑洞大开：除了静音，你觉得下一代隐私技术还应该解决什么痛点？（比如：更快的杀菌消毒？更隐蔽的外形伪装？）
静音之路，就是自由之路。欢迎在评论区留下你的足迹！#终极考验,AL能否弑神终结T1神话##导购拉涨作妖,玩家硬刚不接盘##鱼死网破?ON光速切割试训IG##没骗人?Bin证清白狠割双眼皮#",活动贴,是,1.0,0.0,255.0,2.0,0.0039215686274509,1.0,正面,,通道、气味、材质、外观、电动功能、噪音、收纳,2025-10-31 14:10:28,2025/10/31,14
C酱2区,【必看篇】杯杯测评+每月福利掉落(*￣︶￣),"【必看篇】杯杯测评+每月福利掉落(*￣︶￣)
新手?进阶老司机?不同身份圣杯选购指南来了!
相信有不少宝子们，都在贴吧悄悄观望很久嘞吧~
别那么见外嘛，想看就点进来逛逛呗，网络一线牵，珍惜这段缘;
不管你是杯界小白还是秋名山老司机，进了本帖，咱们就是一家人~
来，这个杯子你拿好，先暖暖你的🐮……
什么?你不知道什么type适合你?好小子，那你是找对地方了！",活动贴,是,23.0,7.0,844.0,7.0,0.0272511848341232,13.4,正面,,,2025-10-31 15:25:46,2025/10/31,15
C酱2区,自己一个人住，求大佬推荐屯,"自己一个人住，求大佬推荐屯
刺激度中等，预算300内",其他,否,7.0,1.0,257.0,2.0,0.0272373540856031,3.7,正面,,通道刺激度,2025-10-31 17:17:51,2025/10/31,17
C酱2区,有比较好用的电动杯推荐吗,"有比较好用的电动杯推荐吗
最好造型是小半身的那种，星梨奈用了好久，想换新的了。大佬们来点推荐啊",其他,否,3.0,0.0,242.0,2.0,0.012396694214876,1.8000000000000005,正面,星梨奈,电动功能,2025-10-31 17:26:28,2025/10/31,17
C酱2区,莓莓兔开箱,"莓莓兔开箱
包装很严实，私密性做得不错，除了本体，里面还附赠小周边。感觉非常贴心，期待已久的圣杯终于到手了。",产品评测/开箱,否,8.0,15.0,284.0,4.0,0.028169014084507,8.9,正面,莓莓兔,材质,2025-10-31 17:33:06,2025/10/31,17
C酱2区,炎龙魔女使用体验,"炎龙魔女使用体验
最近也是入手了COC的炎龙魔女，这款应该是上一年出的，也是有一段时间了老样子，先说材质。材质的话还是COC普遍用的材料，用起来很柔软，很有弹性。闻起来也有一股香味，非常不错。从外观上来看，炎龙魔女是细腰肥臀的类型，臀部要比腰部大了一大圈。不过这次腰部上居然没有肚脐眼，猫娘兔娘都是有的，不过无伤大雅。炎龙魔女的体积也不算，只比猫娘大了一圈。炎龙魔女是双通道圣杯，前入口处采用仿真蝴蝶形状，而后入口则是圆形通道，不过在通道边缘增加了菊花纹路，看起来更色气了。再说通道，前通道七拐八弯的，看见介绍说是什么异形树杈状，确实是很贴合了。内部分布着小颗粒，拐弯处还专门放了大颗粒，压迫感挺不错的，七拐八弯的通道也能给予不错的体验。后通道就比较直了，不过在后半段也有突起，内部的螺旋纹路吸力很好，用起来非常舒适。不过缺点也是有的，之前提到过炎龙魔女的体积不算很大，而她的腰部也比臀部要小一圈。虽然这样便于抓握但也造成了一个问题，那就是外壁比较薄，但并不是很影响使用。其次不知道是不是我的手法问题，总感觉炎龙魔女排气老是排不干净，导致用的时候会有点声音。还有就是通道比较短，前通道长度可以13厘米，主要后通道才11厘米，本人用的时候还疑惑怎么是这么快就到底了，还以为自己变大了白高兴一场。至于其他的暂时还没有发现。只能说单通道和双通道玩起来是有一点区别的。总体而言，炎龙魔女的性价比还是非常可以的（我买的价格是活动和券一起算下来120左右）这个价位的杯子还有两个通道我只能说性价比大大的，用起来也很舒适，虽然有点缺点但并不是很影响使用。可以放心入。另外提一下，买的时候送的徽章和流麻还是很好看的，买的时候还在犹豫买哪个，看到炎龙还送这两个就入手了，给大家分享分享。",产品评测/开箱,否,2.0,7.0,678.0,2.0,0.0029498525073746,3.5000000000000004,正面,猫娘,通道、气味、材质、通道刺激度、外观、噪音、收纳,2025-10-31 20:21:19,2025/10/31,20
C酱2区,COC兔娘使用体验,"COC兔娘使用体验
最近入手了COC的兔娘，严格来说是之前参加活动送的。白嫖的东西总是更香，这句话同样适用于飞机杯。与我之前入手的猫娘对比来说，兔娘的体积偏大，不说猫娘是一只手就可以握住，那么兔娘就是一只手勉强握住，两只手略显富裕的程度。兔娘的穴口是心形的，入口并不在中间而是在偏下的位置。本来看简介说入口有一个肉球时我还担心能不能顺利插入，当我真正插入的时候却发现我的担心是多余的。肉球并没有对我的插入有任何的阻碍，只是在插入后给予一点压迫，内部的螺旋纹路也十分舒服。在柔软度上，兔娘与猫娘相似，都是很q弹的材质。至于松紧度，我感觉兔娘并没有猫娘紧，但在尝试排空气法后，松紧度也在可接受的范围内。但就个人而言，我还是喜欢比较紧一些的。虽然兔娘在简介上说是猫娘的进阶杯，但我感觉它的刺激度就比猫娘高一点，因此新手也是可以尝试的。",产品评测/开箱,否,1.0,0.0,348.0,2.0,0.0028735632183908,1.0,正面,猫娘,通道、气味、材质、通道刺激度,2025-10-31 20:22:44,2025/10/31,20
C酱2区,请姐姐带我回家吧,"请姐姐带我回家吧
",其他,否,1.0,3.0,419.0,2.0,0.0023866348448687,1.9,中性,,,2025-11-01 17:35:45,2025/11/01,17
C酱2区,每年都穿护士装的麻麻,"每年都穿护士装的麻麻
",其他,否,1.0,1.0,181.0,1.0,0.005524861878453,1.0,中性,,,2025-11-02 10:34:27,2025/11/02,10
C酱2区,看见chopper了吗？,"看见chopper了吗？
",其他,否,2.0,0.0,186.0,3.0,0.010752688172043,1.7,中性,,,2025-11-02 10:44:15,2025/11/02,10
C酱2区,莓莓兔福利掉落！,"莓莓兔福利掉落！
很多8u反馈错过首发，还想要手机支架！
8u专属福利真的来啦！！
楼下细嗦",活动贴,是,3.0,1.0,256.0,2.0,0.01171875,2.1,中性,莓莓兔,,2025-11-02 15:47:07,2025/11/02,15
C酱2区,老司机想玩慢玩，更推荐哪个？,"老司机想玩慢玩，更推荐哪个？
黄油小姐2.0，和可可狼姬2.0，哪个更适合啊？",其他,否,4.0,0.0,605.0,3.0,0.0066115702479338,2.5,正面,可可狼姬、黄油小姐,通道刺激度,2025-11-02 17:03:04,2025/11/02,17
C酱2区,求推荐好玩的芝士,"求推荐好玩的芝士
最喜欢脐橙，但用可可狼姬的话，脐橙真的坚持不了多久。有其他好玩的芝士，时间可以很久的吗。",求助/咨询,否,2.0,5.0,237.0,5.0,0.0084388185654008,3.8,正面,可可狼姬,,2025-11-02 17:06:15,2025/11/02,17
C酱2区,大家在宿舍用完屯，都是怎么弄干的,"大家在宿舍用完屯，都是怎么弄干的
根本没条件阴干啊，用完了就得收到柜子里面去",其他,否,4.0,1.0,2541.0,4.0,0.0015741833923652,3.1,中性,,,2025-11-02 17:09:49,2025/11/02,17
C酱2区,有个问题，黄油小姐为啥叫果冻屯？,"有个问题，黄油小姐为啥叫果冻屯？
那为啥不交果冻小姐，或者叫黄油屯",其他,否,1.0,0.0,274.0,3.0,0.0036496350364963,1.2999999999999998,中性,黄油小姐,,2025-11-02 17:12:36,2025/11/02,17
C酱2区,赤鸢700多，还能再便宜吗,"赤鸢700多，还能再便宜吗
我记得上个月600多就能拿下啊，好不容易等到11月领生活费了，结果刚一看，要700多啊，xdm m，救救孩子吧，怎么样还能更便宜？",其他,否,2.0,3.0,247.0,3.0,0.0080971659919028,2.5999999999999996,正面,赤鸢,,2025-11-02 17:31:47,2025/11/02,17
C酱2区,预算只能入1个,"预算只能入1个
娅莎塔电动大屯，和赤鸢半身，xdm m更推荐哪个",其他,否,4.0,0.0,478.0,2.0,0.00836820083682,2.2,正面,赤鸢,电动功能,2025-11-02 17:35:10,2025/11/02,17
C酱2区,可可狼姬一代刺激款使用感受,"可可狼姬一代刺激款使用感受
一如既往的视觉冲击，爱来自黑皮❤️",闲聊/水贴,否,3.0,2.0,556.0,2.0,0.0053956834532374,2.4000000000000004,正面,可可狼姬,通道刺激度,2025-11-02 22:37:56,2025/11/02,22
C酱2区,真烦，女朋友睡觉不老实,"真烦，女朋友睡觉不老实
",其他,否,1.0,0.0,217.0,1.0,0.0046082949308755,0.7,中性,,材质,2025-11-03 13:50:36,2025/11/03,13
C酱2区,24哥已强势入侵C酱家圣杯圈,"24哥已强势入侵C酱家圣杯圈
持之以恒的心语已秽土重生，亿万测评必须崛起😡
C家的每一个新品，都逃避不了……😤
接下来将进行大量补档和测评内容的投放，我和铁八申鹤……真是一对苦命鸳鸯呀。",产品评测/开箱,否,3.0,0.0,403.0,0.0,0.0074441687344913,1.2000000000000002,正面,,收纳,2025-11-03 16:25:07,2025/11/03,16
