数据来源,内容,点赞数,情绪标签,意图标签,提及产品,产品属性标签,发布时间
C酱2区,我也是，用其他的一点信心都没有,0,中性,其他,,,2026-01-27 15:44:58
C酱2区,黄油小姐啊，新手屯唯一选,0,中性,其他,黄油小姐,,2026-01-27 17:14:03
C酱2区,区别很大！前通道是温柔包裹，后通道是颗粒螺纹的ciji感。我个人更喜欢前通道，慢玩解压。后通道适合想加点料的时候用。,0,正面,吐槽不满,,通道、通道刺激度,2026-01-27 19:06:58
C酱2区,目前没感觉松，果冻胶韧性不错。正常清洗保养，没看到明显老化，耐久度看来还行。,0,正面,使用反馈,,清洗、材质、通道刺激度,2026-01-27 19:07:15
C酱2区,哈工大99界工程管理信息化，生活费家里一个月给八百不够花，勤工俭学在经纬街的一个轻音酒吧当调酒师月薪两千八，记忆深刻是因为那是自己第一次进入社会工作，老板娘很漂亮，老公是分局当官的，一千六应该不算多，印象中奶奶的退休金也差不多九百一千吧，不过哈尔滨二环内新楼的房价也就三千三，好像也还好！,0,中性,吐槽不满,,外观,2026-01-27 22:23:15
C酱2区,2003年我大学毕业拿到手2500元一个月，她15岁有1600元，很厉害,0,正面,使用反馈,,,2026-01-28 00:55:06
C酱2区, 人家工资1600,0,中性,其他,,,2026-01-28 12:20:34
C酱2区, 能日了，联系她,0,中性,其他,,,2026-01-28 12:23:16
C酱2区,相当高,0,中性,其他,,,2026-01-28 15:34:53
C酱2区,所以，还是老老实实用我的黄油小姐吧。,0,中性,其他,黄油小姐,材质,2026-01-28 18:03:09
C酱2区,666，自动清洗功能真的绝了,0,正面,简单互动,,清洗、电动功能,2026-01-28 18:04:02
C酱2区,为啥啊,0,中性,其他,,,2026-01-28 18:09:33
C酱2区,用清洗棒，不存在不好洗的。通道太短也不好用啊,0,正面,吐槽不满,,通道、清洗,2026-01-29 11:45:25
C酱2区,我就是这样的顺序，黄油2.0、可可1.0，然后直接上了娅莎塔，目前无压力,0,中性,其他,可可狼姬,,2026-01-29 13:31:28
C酱2区,不怕被家里人发现吗，我这几天一想到这个事就焦虑,0,中性,使用反馈,,,2026-01-29 13:58:34
C酱2区, 我08年出社会的那会工资快一千了,0,中性,其他,,,2026-01-29 17:46:44
C酱2区, 2008年的工资比2003年涨了好几倍了，已经不低了，2001-2003年工资最低，小城市饭店服务员月薪300元，小学老师月薪600元，我爸爸当时五十岁出头就退休了，普通工人，退休金才四百多块钱，我媳妇我俩当时在商场里租一个二十平米的地方卖服装，一个月挣三千五千的感觉牛的不行了，给个公务员都不干，现在大反转了，公务员一个月万八千的，我们三千两千的。,1,正面,吐槽不满,,,2026-01-29 18:56:34
C酱2区, 东莞长安镇下面一村，单间就要两百,0,中性,其他,,,2026-01-30 18:22:22
C酱2区,我不是，在吧里领了quan的，点进去就是这个价格,0,中性,其他,,,2026-01-30 18:48:26
C酱2区,现在88vip没啥优势了，可以了，这个价,0,正面,使用反馈,,,2026-01-30 18:49:21
C酱2区,放卧室哦，等他们都睡了再拿出来玩,0,中性,其他,,收纳,2026-01-30 19:59:05
C酱2区,因为黄油软啊，适合大部分新人和敏感的，比较友好吧,0,正面,使用反馈,,材质、通道刺激度,2026-01-30 20:01:22
C酱2区,好看啊！！,0,正面,其他,,外观,2026-01-31 17:22:08
C酱2区,感觉是,0,中性,使用反馈,,,2026-01-31 17:22:39
C酱2区,同感,0,中性,其他,,,2026-01-31 17:23:29
C酱2区,hhh,0,中性,其他,,,2026-01-31 17:23:40
C酱2区,应该是诺诺亚吧,0,中性,其他,诺诺亚,,2026-01-31 17:23:56
C酱2区,两个都用过，震感感觉差不多,0,负面,使用反馈,,,2026-02-02 12:49:07
C酱2区,一字马好玩太多，贴合度很高,0,正面,其他,,通道刺激度,2026-02-02 14:10:31
C酱2区,买买买,0,中性,其他,,,2026-02-02 14:20:44
C酱2区,这两个都外形大小 通道都一样，只有软硬度不一样,0,中性,其他,,外观、通道、材质、通道刺激度,2026-02-03 13:55:14
C酱2区,我的1.0买成270，也不知道买贵没,0,负面,其他,,,2026-02-03 13:59:26
C酱2区,,0,中性,其他,,,2026-02-03 17:56:22
C酱2区,求私信细节图！好人一生平安！,0,正面,其他,,,2026-02-03 18:01:00
C酱2区,COC家的一款黑皮屯，主打真实和独特,0,正面,其他,,材质,2026-02-03 18:03:35
C酱2区,淡淡的巧克力味,0,中性,其他,,气味,2026-02-03 18:04:19
C酱2区,难道不是因为通道突破强，可玩性高吗,0,正面,其他,,通道,2026-02-03 20:08:00
C酱2区,hhh，当然也有，不要拆穿我,0,中性,其他,,,2026-02-03 20:11:24
C酱2区,三千克左右,0,中性,其他,,,2026-02-04 00:25:46
C酱2区,可可狼姬好+入口：http://tieba.baidu.com/mo/q/checkurl?url=https%3A%2F%2Fshop.m.taobao.com%2Fshop%2Fsr.htm%3Fp%3DD1qd6Il_nYpgg_8_vaOQd&urlrefer=0e571d8091bb63c50b7e3483d16ee129,3,正面,咨询问题,可可狼姬,,2026-02-04 09:54:56
C酱2区,我的房间是最冷最潮不太清楚怎么办呢，我有可能一年以上外出,4,中性,咨询问题,,,2026-02-04 10:24:49
C酱2区,直接吧里搜可可狼姬，一大把,0,中性,其他,可可狼姬,,2026-02-04 13:48:38
C酱2区,再买一个,0,中性,其他,,,2026-02-04 13:49:57
C酱2区,精品贴里有,0,中性,其他,,,2026-02-04 13:50:30
C酱2区,果然，用黄油的都是新手啊,0,中性,其他,,,2026-02-04 13:58:35
C酱2区,放盆子里洗就行了,0,正面,其他,,收纳、清洗,2026-02-05 19:27:41
C酱2区,不严重,0,中性,其他,,,2026-02-05 19:38:31
C酱2区,7楼也有,0,中性,其他,,,2026-02-05 19:46:18
C酱2区,纯新手能用吗,0,中性,其他,,,2026-02-06 13:32:53
C酱2区,很好收纳，体积虽然小，但是用料很扎实，弹性十足，支撑也很好，体验的话算是赤激款，想要慢玩的，或者新手就算了。另外，腰臀比很不错，撞击感明显。值得上！！,0,正面,吐槽不满,,收纳、材质、通道刺激度,2026-02-06 17:06:51
C酱2区,2.0很软，新人的话可能适应的时间会稍微长一点，总的来说问题不大。,0,正面,吐槽不满,,材质,2026-02-06 17:08:14
C酱2区,我第一个是gose绯天使，现在又买了一个兔娘，感觉兔娘没啥感觉，第一款就是高刺激的，感觉后面的感觉都很弱,8,中性,使用反馈,,通道刺激度,2026-02-06 17:17:15
C酱2区,用的1.0,0,中性,其他,,,2026-02-06 17:42:17
C酱2区,那妥妥可以进阶娅莎塔了,0,正面,其他,,,2026-02-06 17:43:06
C酱2区,问题不大,0,中性,吐槽不满,,,2026-02-06 19:18:18
C酱2区,享芙的那款 6.5 斤的婉仪咋样啊，新手能用吗,0,中性,其他,,,2026-02-06 19:45:10
C酱2区,确实，有时候不用，看着心情都好。,0,正面,简单互动,,材质,2026-02-07 15:41:54
C酱2区,没感觉特别多出油，跟其他屯差不多吧。这东西也没办法不出油标,0,负面,使用反馈,,清洗,2026-02-07 15:42:44
C酱2区,1.0刺激度怎么样，偏软偏硬？,10,中性,咨询问题,,材质、通道刺激度,2026-02-07 19:52:24
C酱2区,是的,0,中性,其他,,,2026-02-08 22:24:26
C酱2区,3继续发,0,中性,其他,,,2026-02-09 05:50:43
C酱2区,反正就是东南亚 骗出去 宰一个是一个 ,4,中性,其他,,,2026-02-09 09:55:53
C酱2区,感觉一般,0,中性,使用反馈,,,2026-02-09 13:03:00
C酱2区,这个毛孔也是很细节了,0,中性,其他,,,2026-02-09 13:03:40
C酱2区,这个neinei是送的吗,0,中性,其他,,,2026-02-09 13:06:08
C酱2区,一绝,0,正面,其他,,,2026-02-09 13:07:06
C酱2区,小蘑菇形象了,0,中性,其他,,,2026-02-09 13:09:47
C酱2区,压起来容易跑不？,0,中性,其他,,,2026-02-09 13:12:41
C酱2区,新人可以2.0,0,正面,其他,,,2026-02-09 13:15:29
C酱2区,算中等吧,0,中性,其他,,,2026-02-09 13:41:41
C酱2区,我的没有啊,0,中性,其他,,,2026-02-09 14:08:15
C酱2区,同问！我也怕软的翻洗困难，还怕弄坏。,5,中性,其他,,清洗、材质,2026-02-09 20:15:19
C酱2区,其实还好，材质韧性不错，冲洗很方便，就是吸水巾要选不掉屑的。,0,正面,其他,,清洗、材质,2026-02-09 20:16:58
C酱2区,应该要慢玩的,0,中性,吐槽不满,,通道刺激度,2026-02-09 20:28:36
C酱2区,看到好多人都推荐人生第一屯用黄油小姐，为啥啊,0,正面,其他,黄油小姐,,2026-02-09 20:31:16
C酱2区,因为材质很舒服，很软，新人驾驭起来没有压力然后也很霜。第一屯用黄油小姐这话说的没毛病！,0,正面,其他,黄油小姐,材质,2026-02-09 20:33:02
C酱2区,是啊，那会儿不像现在攻略这么多，全靠自己瞎蒙,0,中性,使用反馈,,,2026-02-09 20:33:32
C酱2区,是,0,中性,其他,,,2026-02-10 01:37:48
C酱2区,不会跑,0,中性,其他,,,2026-02-10 01:38:32
C酱2区,回复 无无副副正正 :转人工俩牌子半斤八两搞得跟coc多mass一样,0,中性,其他,,,2026-02-10 13:58:26
C酱2区,谁说不是,0,中性,其他,,,2026-02-10 15:50:18
C酱2区,老司机，鉴定完毕,0,中性,其他,,,2026-02-10 16:40:44
C酱2区,用的多了其实都那么回事,0,中性,其他,,材质,2026-02-10 16:44:17
C酱2区,现在也更偏向于元气教练了,0,中性,使用反馈,,,2026-02-10 17:13:01
C酱2区,是半身吗,0,中性,其他,,,2026-02-11 18:10:23
C酱2区,没有这个了打算,0,中性,其他,,,2026-02-11 18:11:06
C酱2区,吃着碗里看着锅里的，我前女友也这样，后面谈恋爱了还来找我，就是狗改不了吃屎,0,正面,其他,,,2026-02-11 18:18:50
C酱2区,第一次啊，不知道算哪种水平，感觉还可以吧,0,正面,使用反馈,,,2026-02-11 18:32:51
C酱2区,你这确实……没当场走人已经算给你面子了,0,中性,使用反馈,,材质,2026-02-11 19:37:41
C酱2区,平时用手会这样吗,0,中性,其他,,,2026-02-11 19:38:35
C酱2区,平时还好，感觉还是太紧张了,0,中性,使用反馈,,通道,2026-02-11 19:39:00
C酱2区,求兄弟推荐我这种情况的屯啊,0,正面,其他,,,2026-02-11 19:39:40
C酱2区,黄油小姐吧，适合新人，坚持玩下去你会变强，到时候别忘了感谢我,0,正面,其他,黄油小姐,,2026-02-11 19:41:28
C酱2区,都行，只要不是那种随处可见的杯杯都行，普通款的基本都用过了,0,正面,其他,,,2026-02-11 20:40:05
C酱2区,解锁莓莓兔生日密码→：http://tieba.baidu.com/mo/q/checkurl?url=https%3A%2F%2Fpages.tmall.com%2Fwow%2Fa%2Fact%2Ftmall%2Fdailygroup%2F16355%2F16802%2Fwupr%3Fwh_pid%3Ddaily-465056%26disableNav%3DYES%26status_bar_transparent%3Dtrue%26sellerId%3D2216512629421%26activityId%3Daa24652647da454384619182fe7fa6b6%26toolName%3DitemCoupon&urlrefer=c089eeda021d81a6396c4ee17585c4e3,0,中性,咨询问题,莓莓兔,,2026-02-12 10:13:15
C酱2区,还没到呢,0,中性,其他,,,2026-02-12 11:59:28
C酱2区,这么顶吗,0,正面,其他,,,2026-02-12 11:59:39
C酱2区,信你,0,中性,其他,,,2026-02-12 11:59:48
C酱2区,是不是那个黑皮屯，楼主买的1还是2，听说2会软一点,1,正面,其他,,材质,2026-02-12 18:57:06
C酱2区,我是2.0，2.0软的，就是因为软的抱着太舒服所以舍不得放进盒子里啊。,0,正面,其他,,收纳、材质,2026-02-12 18:57:24
C酱2区,俺也一样！贤者时间的睡眠质量堪称一周最高。,2,中性,其他,,,2026-02-12 18:57:54
C酱2区,对，没有任何焦虑，纯纯的生理休眠。,2,中性,其他,,,2026-02-12 18:58:34
C酱2区,8kg的屯我借过朋友的玩过一次，体验确实沉，压腿感强。但问题是你玩一次洗一次，8kg湿了水更重，端着像端个西瓜，洗完贤者时间直接变健身时间。黄油小姐这个重量是单手能轻松拿起，放腿上又有实在的下坠感。玩的时候不用费劲扶，清洗的时候也很轻松，全程不喘。而且它这个软度，撞击回弹的反馈感比那种死沉死沉的臀爽多了——你dong一下，它晃三下。,0,正面,吐槽不满,黄油小姐,收纳、清洗、材质、通道刺激度,2026-02-12 19:02:53
C酱2区,钓鱼还能聊天聊到两三点？,0,中性,其他,,,2026-02-12 21:06:55
C酱2区,不这么做你怎么会相信,0,中性,咨询问题,,,2026-02-12 21:07:14
C酱2区,这样吗，好伤心啊,0,正面,简单互动,,,2026-02-12 21:07:45
C酱2区,有什么推荐的杯杯吗,0,正面,其他,,,2026-02-12 21:07:53
C酱2区,哈哈哈哈哈哈哈，我最近用的黄油小姐，手感跟姐姐的熊应该很像,0,中性,简单互动,黄油小姐,,2026-02-12 21:08:12
C酱2区,真有那么神？不是软了就没感觉吗？,0,正面,使用反馈,,材质,2026-02-12 21:10:47
C酱2区,软和没感觉是两码事。黄油小姐是软但有禸感，像捏女生大腿内侧那种软，不是松垮。通道也紧，是那种温柔地裹着你，不是硬挤你。,0,负面,使用反馈,黄油小姐,通道、材质,2026-02-12 21:10:57
C酱2区,单手能拿，洗的时候直接冲就可以。,0,正面,其他,,清洗,2026-02-12 21:11:49
C酱2区,需要买专门的清洗液吗？沐浴露行吗？,0,正面,其他,,清洗,2026-02-12 21:12:22
C酱2区,后通道有人试过吗？和前面比咋样？,0,中性,使用反馈,,通道,2026-02-12 21:18:35
C酱2区,后通道更紧一点，纹理感更强，但还是慢玩范畴，不会突然把你送走。建议先从前门毕业，再探索后门。,0,正面,吐槽不满,,通道、通道刺激度,2026-02-12 21:18:45
C酱2区,完全够用了，最大一档根本没试过的程度,3,中性,使用反馈,,通道刺激度,2026-02-12 22:55:15
C酱2区,黄油是真新人友好啊，用了不少杯，最后兜兜转转还是回到了黄油,0,正面,使用反馈,,,2026-02-12 22:57:21
C酱2区,我每次只要不看片时间就会更长,0,中性,其他,,,2026-02-13 01:59:54
C酱2区,是,0,中性,其他,,,2026-02-13 15:46:26
C酱2区,问了客服，说是正常发货呢,0,中性,吐槽不满,,,2026-02-14 00:39:59
C酱2区,新入了个可可狼姬，是有点频繁,0,中性,其他,可可狼姬,,2026-02-14 13:22:34
C酱2区,那不就对了，憋上一个月再来，量蹭蹭的涨，我最长一个月，感觉猛飚,0,正面,使用反馈,,,2026-02-14 13:23:35
C酱2区,就是因为太爽5，才把我榨没了的……,0,正面,其他,,通道刺激度,2026-02-14 13:33:30
C酱2区,我的也是1.0,0,中性,其他,,,2026-02-14 23:46:36
C酱2区,现在还有吗😭,16,中性,使用反馈,,,2026-02-17 17:59:05
C酱2区,看看啊，老哥，觉得那个更好用,0,正面,使用反馈,,,2026-02-17 19:19:40
C酱2区,我现在基本上一天一个，就像你说的，两个各有各的特点，莓莓兔的通道很有特点，左边右边，诺诺亚是电动的，吸力很好，两个完全不同的体验。选一个的话，就看你更想要哪种吧,0,正面,使用反馈,莓莓兔、诺诺亚,通道、电动功能,2026-02-17 19:20:35
C酱2区,两个价格差不多，都是三百多，诺诺亚因为有电动加持，所以功能会丰富点。但莓莓兔大啊，通道也很有特点，越说越纠结了,0,负面,其他,莓莓兔、诺诺亚,通道、电动功能,2026-02-17 19:23:01
C酱2区,lz觉得一代爽还是二代爽,0,正面,使用反馈,,通道刺激度,2026-02-17 23:17:06
C酱2区,老哥，清洗方便吗？通道里面会不会不好洗？,0,正面,吐槽不满,,通道、清洗,2026-02-18 19:25:40
C酱2区,方便！因为它算中偏小屯嘛，整体翻洗都容易。材质是带点弹力的，用水龙头对着冲，手指稍微带一下就干净了。比大屯具省事太多了。,0,正面,其他,,清洗、材质,2026-02-18 19:30:17
C酱2区,懂了！感谢，决定冲了，主要就是看中好藏这一点！,0,正面,其他,,收纳,2026-02-18 19:37:01
C酱2区,哈哈哈哈，心跳加速了吧！看来还是得上锁啊,0,中性,简单互动,,,2026-02-18 19:53:55
C酱2区,天才！这思路打开了！突然觉得还能装挺多东西的,0,中性,使用反馈,,,2026-02-18 19:54:26
C酱2区,对，它适配的是都市隐疾。,0,中性,其他,,,2026-02-18 20:19:21
C酱2区,并非老人,0,中性,其他,,,2026-02-19 18:30:56
C酱2区,差不多6斤重,0,负面,其他,,,2026-02-19 20:19:15
C酱2区,我好像到手600,0,正面,使用反馈,,,2026-02-19 20:28:04
C酱2区,瑟瑟发抖,0,中性,其他,,,2026-02-20 19:41:05
C酱2区,很尴尬啊！！！,0,中性,其他,,,2026-02-20 19:44:21
C酱2区,很禸,0,中性,其他,,,2026-02-21 18:17:27
C酱2区,,0,中性,其他,,,2026-02-21 18:29:43
C酱2区,我有，私我发,0,中性,其他,,,2026-02-22 18:10:41
C酱2区,必须的！,0,中性,其他,,,2026-02-22 19:00:10
C酱2区,我就是被赤鸢的熊吸引了啊，但黄油小姐也很软，哈哈哈，真的……,0,正面,其他,赤鸢、黄油小姐,材质,2026-02-22 19:03:45
C酱2区,兄弟，我知道你现在很难过，但还是想问一句，为啥有了女朋友还想要用飞机杯,25,中性,使用反馈,,,2026-02-22 19:09:02
C酱2区,说白了，※生活不和谐，有的时候觉得还不如用杯子,22,中性,使用反馈,,,2026-02-22 19:09:13
C酱2区,那，这个婚，我劝分,33,中性,其他,,,2026-02-22 19:09:26
C酱2区,+1,0,中性,其他,,,2026-02-22 19:09:52
C酱2区,二代会宽点,0,中性,其他,,,2026-02-22 22:33:36
C酱2区,赶紧分，什么玩意,32,中性,其他,,通道,2026-02-22 23:32:26
C酱2区,18.8万！你家钱多没地方花？还38.8万？？你问她长存了多少钱了？,6,中性,咨询问题,,,2026-02-23 03:13:29
C酱2区,赶快分，及时止损,5,中性,其他,,,2026-02-23 06:20:22
C酱2区,多少钱买的,0,中性,咨询问题,,,2026-02-23 12:18:18
C酱2区,脑残啊,0,中性,其他,,,2026-02-23 13:55:45
C酱2区,你记住 真心喜欢你的女孩生怕钱玷污了你们之间的感情 她是不会跟你谈钱的 但凡敢跟你谈钱的那根本就是不爱你 你给了未来也会让你人财两空,9,正面,其他,,,2026-02-23 17:16:54
C酱2区,报账是什么,1,中性,其他,,,2026-02-23 17:43:34
C酱2区,兄弟，最近在看屯，推荐一个新人用的屯啊,6,正面,其他,,,2026-02-24 19:05:47
C酱2区,新人用屯的话，我只推荐黄油小姐，材质软糯，包裹感恰到好处，其他的等黄油小姐没问题了再考虑，不然都是浪费钱,4,正面,吐槽不满,黄油小姐,通道、材质,2026-02-24 19:06:18
C酱2区,啊啊啊，我也是，用其他屯总是这里那里不对劲，没想到买了黄油小姐直接上手，1秒就适应了，就像为我量身打造的。不过还是希望早日突破15分钟，试试进阶的可可狼姬,0,中性,吐槽不满,可可狼姬、黄油小姐,,2026-02-24 19:21:09
C酱2区,送的，我还挺喜欢的,0,正面,其他,,,2026-02-24 20:07:17
C酱2区,我们互相都是,0,中性,其他,,,2026-02-24 20:23:02
C酱2区,怪不得，一看就是之前没什么经验的,0,中性,使用反馈,,,2026-02-24 20:23:41
C酱2区,我男朋友比较单纯就……,0,中性,其他,,,2026-02-24 20:25:59
C酱2区,现在让他用还来得及吗？,0,中性,使用反馈,,,2026-02-24 20:31:56
C酱2区,其实有一些比较软的杯是可以锻炼延时的。像黄油小姐，可可狼姬2.0都可以。我之前也是撑不了1分钟，现在用了黄油小姐可以5分钟了，应付我npy够了。,0,正面,使用反馈,可可狼姬、黄油小姐,材质、通道刺激度,2026-02-24 20:32:51
C酱2区,其实我倒6分钟的时候就开始忍了,0,中性,其他,,材质,2026-02-24 21:48:01
C酱2区,其实大部分对自己这方面认知还是很清楚的，除了盲目自信的那种,0,中性,其他,,材质,2026-02-24 21:48:28
C酱2区,我也想忍，可我忍不住,0,中性,其他,,,2026-02-24 21:49:19
C酱2区,兄弟，我要有这钱先来两娃娃，一个大雷，一个小雷，头雕更是可以多来几个，神里绫华，申鹤，雷电将军，神子，胡桃，甘雨,0,中性,其他,,,2026-02-25 04:07:54
C酱2区,黄油小姐好+入口：http://tieba.baidu.com/mo/q/checkurl?url=https%3A%2F%2Fshop.m.taobao.com%2Fshop%2Fsr.htm%3Fp%3DD1qd6Il_nYpgg_8_vaOQd&urlrefer=0e571d8091bb63c50b7e3483d16ee129,0,正面,咨询问题,黄油小姐,,2026-02-25 15:08:15
C酱2区,两个都有，黄油2.0还是更慢玩一点,0,中性,吐槽不满,,通道刺激度,2026-02-25 16:02:56
C酱2区,诺诺亚自动清洗功能实在是太香了,0,正面,其他,诺诺亚,清洗、气味、电动功能、材质,2026-02-25 16:18:08
C酱2区,可是不看片的话还有什么乐趣啊,0,中性,其他,,,2026-02-25 16:24:20
C酱2区,秒杀价吗？,0,中性,其他,,,2026-02-25 18:28:48
C酱2区,平时就正常吧，倒是没有感觉到自己敏感,0,中性,使用反馈,,通道刺激度,2026-02-25 19:08:21
C酱2区,那应该问题不大,0,中性,吐槽不满,,,2026-02-25 19:09:10
C酱2区,先在吧里找券，然后领国补，还有随机掉落惊喜红包，多进去转转，加入购物车就可能有。,0,正面,其他,,,2026-02-25 20:11:56
C酱2区,没，异地,1,中性,其他,,,2026-02-25 20:41:42
C酱2区,是真的,4,中性,其他,,,2026-02-25 20:42:28
C酱2区,那你为嘛要等她提分手？你不能提？,2,中性,其他,,,2026-02-25 20:43:06
C酱2区,我买的2.0，据说比1.0会软一点，我用着感觉通道还是有一定赤激，也很紧致,0,正面,使用反馈,,通道、材质,2026-02-25 20:43:45
C酱2区,280,0,中性,其他,,,2026-02-25 20:45:56
C酱2区,可以说是顶配了，可能是我见得少,0,正面,其他,,,2026-02-25 20:46:13
C酱2区,分了及时止损吧，这种要求的家庭结了你会更惨,3,中性,其他,,,2026-02-26 12:20:56
C酱2区,兄弟，喜欢乡村风不，我就买了一套9.9包邮的内衣，朴实无华的那种，看起来相当有感觉。注意别买大了,0,中性,使用反馈,,材质,2026-02-26 13:59:38
C酱2区,直接上娅莎塔,0,中性,其他,,,2026-02-26 14:03:11
C酱2区,已经下娅莎塔了,0,中性,使用反馈,,,2026-02-26 14:03:27
C酱2区,5张多，这个价格怎么样,0,中性,咨询问题,,,2026-02-26 14:51:48
C酱2区,适合敏感人群吗,0,中性,其他,,通道刺激度,2026-02-26 19:33:39
C酱2区,他们好像过段时间就会变，最好问一下客服,0,正面,吐槽不满,,,2026-02-26 20:29:43
C酱2区,兄弟入的可可狼姬1.0还是2.0啊，想知道1.0刺激度到底怎么样，怕被喵,0,中性,咨询问题,可可狼姬,通道刺激度,2026-02-26 20:32:27
C酱2区,咱不能两头都要啊,0,中性,其他,,,2026-02-26 20:38:52
C酱2区,声音大不，声音大不，声音大不，求回复！,0,中性,其他,,噪音,2026-02-26 20:44:26
C酱2区,可可2.0还是强点,0,正面,其他,可可狼姬,,2026-02-26 20:44:44
C酱2区,哈哈哈，江西这么出名,0,中性,简单互动,,,2026-02-26 20:56:59
C酱2区,同问！看过测评说coc家还行，不过我没用过，xd自行判断,2,正面,吐槽不满,,,2026-02-26 21:26:09
C酱2区,兄弟，2.0刺激度咋样？会不会太淡？,0,中性,其他,,通道刺激度,2026-02-26 21:45:05
C酱2区,不会，属于循序渐进型，包裹感强。适合玩久一点。,0,正面,其他,,通道,2026-02-26 21:46:01
C酱2区,用起来声音大不大啊,4,中性,其他,,噪音,2026-02-27 12:50:51
C酱2区,又大又重，不想玩了,0,中性,其他,,,2026-02-27 18:04:56
C酱2区,那会不会染色到手上？比如手汗多的时候？,0,中性,使用反馈,,,2026-02-27 18:15:08
C酱2区,感谢老哥！那颜色实物和官图差距大吗？,0,负面,其他,,外观、材质,2026-02-27 18:15:53
C酱2区,不然呢？出去乱搞才是不负责。自己在家解决，又不影响谁，有啥可羞耻的。,0,中性,其他,,噪音,2026-02-27 18:16:34
C酱2区,不会。我手汗体质，用了一个月从来没发现手上染色。放心，它不是那种劣质印刷色。,0,中性,使用反馈,,收纳,2026-02-27 18:16:34
C酱2区,基本没有色差的，可以吧里搜一下测评，好多实拍图。,0,正面,其他,,材质,2026-02-27 18:16:59
C酱2区,五档根本顶不住,0,正面,其他,,,2026-02-27 20:50:59
C酱2区,然后百年之后，老人把遗产都留给儿女，你净身出户，就像杨振宁和翁帆,4,中性,其他,,,2026-02-28 08:23:08
C酱2区,这样的都敢要！我选择单身也不要,0,中性,简单互动,,,2026-02-28 09:13:50
C酱2区,我可可是润滑加本体293,0,中性,其他,可可狼姬,,2026-02-28 10:49:56
C酱2区,不大不大，比手机震动声音还小，放被子里根本听不见,0,中性,其他,,噪音、收纳、电动功能,2026-02-28 14:20:05
C酱2区,真相了,0,中性,其他,,,2026-02-28 14:26:50
C酱2区,兄弟推荐一个啊,0,正面,其他,,,2026-02-28 14:29:35
C酱2区,我用了3 4个杯，现在就用黄油小姐了，材质超舒服，主要是性价比高，到手觉得超预期,0,正面,使用反馈,黄油小姐,材质,2026-02-28 14:30:00
C酱2区,来个测评,0,中性,其他,,,2026-02-28 17:31:25
C酱2区,有图片吗,0,中性,其他,,,2026-02-28 17:35:20
C酱2区,可可狼姬多重啊,0,中性,其他,可可狼姬,,2026-02-28 20:16:46
C酱2区,差不多6斤，非常适合我这种宿舍党。好清洗，方便藏匿，最主要的还是霜，哈哈哈,0,中性,其他,,收纳、清洗,2026-02-28 20:16:57
C酱2区,万一哪天你朋友说借我显卡用用怎么办？,0,中性,咨询问题,,,2026-02-28 20:20:46
C酱2区,那就说刚出掉了。科技以藏为本。,0,中性,其他,,收纳,2026-02-28 20:20:56
C酱2区,天花板可还行，这是藏核弹级别的方案了。,0,正面,其他,,收纳,2026-02-28 20:23:03
C酱2区,几本书挡住……这能挡住吗？,0,中性,其他,,,2026-02-28 20:24:16
C酱2区,挡住视线就行，我妈又不会翻开看。只要不是太显眼，一般没事。,0,正面,其他,,,2026-02-28 20:24:59
C酱2区,诺诺亚那个大小，放枕芯里面竟然觉得还不错。晚上回去试试,0,正面,使用反馈,诺诺亚,收纳,2026-02-28 20:25:40
C酱2区,第一次被miao了没？,0,中性,其他,,,2026-03-02 18:21:17
C酱2区,瞄了，害，不过是电动杯，也不觉得丢人了,0,中性,吐槽不满,,电动功能,2026-03-02 18:21:36
C酱2区,之前买个一个pdd的杯子，能看到中间有明显的贴合的痕迹，用起来确实不舒服，没想到是这个原因,0,正面,使用反馈,,材质,2026-03-02 19:58:44
C酱2区,有哪些正经牌子啊,0,中性,其他,,,2026-03-02 20:04:19
C酱2区,杰士邦、COC、醉清风、easylife这几个都可以，如果考虑性价比的话就看看COC吧,0,正面,其他,,,2026-03-02 20:04:49
C酱2区,这么说吧，小杯只能算是快餐，娅莎塔算米其林级别,0,中性,其他,,,2026-03-02 20:38:00
C酱2区,麻美偏柔美，这个属于肌肉健身感，主要是有电动功能加持。价格差不多，但是这个有电动会觉得性价比更高,0,负面,吐槽不满,,外观、电动功能,2026-03-02 20:41:03
C酱2区,两个都有，娅莎塔更刺激一点,0,中性,其他,,通道刺激度,2026-03-02 20:41:20
C酱2区,这颜色赛高了,0,中性,其他,,外观,2026-03-03 14:37:18
C酱2区,好真实，有点子心动了啊,0,正面,其他,,材质,2026-03-03 14:39:19
C酱2区,邪修法，实在不行就用吹风机，快得很,0,中性,吐槽不满,,材质,2026-03-03 14:41:06
C酱2区,兄弟，这个户型到底好看不，求回复,0,正面,其他,,外观,2026-03-03 14:43:26
C酱2区,这个可可2.0户型个人觉得好看，比较逼真一点 黄油2.0户型是红色加 外面大银春， 使用起来两款还不错，个人觉得属于中等刺激度，-1 度软,0,正面,使用反馈,可可狼姬,外观、材质、通道刺激度,2026-03-03 18:11:48
C酱2区,特别逼真，我就是看上了户型，直接在黄油和可可狼中选择了可可狼,0,正面,其他,可可狼姬,,2026-03-03 19:30:19
C酱2区,送的那包粉用完了，我买了个强生的婴儿爽身粉，效果一样。,0,正面,其他,,通道刺激度,2026-03-03 20:51:04
